,Aarhus,Almere,Amsterdam,Anderlecht,Antwerp,Barcelona,Bari,Basel,Bergamo,Berlin,Bern,Biel_bienne,Biella,Birmingham,Boblingen,Bologna,Bordeaux,Borgomanero,Boston,Bratislava,Breda,Bremen,Brescia,Brindisi,Bristol,Brussels,Bucharest,Budapest,Cagliari,Catania,Charleroi,Chiasso,Chicago,Cologne,Como,Copenhagen,Cuneo,Denttbosch,Dijon,Dortmund,Dresden,Dublin,Dusseldorf,Eindhoven,Erding,Essen,Esslingen,Evere,Firenze,Frankfurt,Geneve,Genova,Ghent,Gothenburg,Graz,Grenoble,Hamburg,Hannover,Helsinki,Hilversum,Hoofddorp,Innsbruck,Karlsruhe,Klagenfurt,Kolding,Kortnijk,Krakov,Lausanne,Leipzig,Leuven,Liege,Lille,Linz,Lisbon,Livorno,London,Lucerne,Lugano,Luxembourg,Lyon,Madrid,Magdemburg,Malmo,Manchester,Mannheim,Marseille,Milan,Modena,Mons,Montpellier,Monza,Munich,Nantes,Napoli,Neuss,Newark,Newttyork,Nice,Nodeid60,Nodeid62,Nodeid73,Nodeid79,Novara,Nuremberg,Nyon,Oslo,Ostend,Padova,Palermo,Paris,Parma,Peerbarcelona_0,Pfaffikon,Piacenza,Poitiers,Porto,Potsdam,Prague,Reading,Reggiottemilia,Rennes,Rimini,Rome,Rostock,Rotterdam,Rouen,Salzburg,Sassari,Schaffhausen,Sintra,Stockholm,Strasbourg,Stttgallen,Stttpollen,Stuttgart,Thetthague,Toulouse,Tours,Trento,Treviso,Trieste,Turin,Utrecht,Valencia,Varese,Venezia,Verona,Vicenza,Vienna,Warsaw,Winterthur,Wuppertal,Zug,Zurich,d_in,d_out,CB,EC
Turin,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0.3318,"[{'Next_Hop': 'turin_FastEthernet0/1', 'Networks': '10.0.0.254/31|10.0.0.255/32'}, {'Next_Hop': 'turin_FastEthernet0/0', 'Networks': '10.0.1.18/31|10.0.1.19/32'}, {'Next_Hop': 'turin_FastEthernet1/0', 'Networks': '10.0.1.88/31|10.0.1.88/32'}]"
Utrecht,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0127,"[{'Next_Hop': 'utrecht_FastEthernet0/0', 'Networks': '10.0.0.138/31|10.0.0.139/32'}, {'Next_Hop': 'utrecht_FastEthernet0/1', 'Networks': '10.0.1.74/32|10.0.1.74/31'}]"
Valencia,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0087,"[{'Next_Hop': 'valencia_FastEthernet0/0', 'Networks': '10.0.0.244/32|10.0.0.244/31'}, {'Next_Hop': 'valencia_FastEthernet0/1', 'Networks': '10.0.0.246/32|10.0.0.246/31'}]"
Varese,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'varese_FastEthernet0/0', 'Networks': '10.0.0.210/31|10.0.0.210/32'}]"
Venezia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'venezia_FastEthernet0/0', 'Networks': '10.0.1.24/32|10.0.1.24/31'}]"
Verona,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0132,"[{'Next_Hop': 'verona_FastEthernet0/1', 'Networks': '10.0.1.44/31|10.0.1.45/32'}, {'Next_Hop': 'verona_FastEthernet0/0', 'Networks': '10.0.1.52/32|10.0.1.52/31'}]"
Vicenza,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0.0,"[{'Next_Hop': 'vicenza_FastEthernet0/0', 'Networks': '10.0.1.56/32|10.0.1.56/31'}]"
Vienna,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0.164,"[{'Next_Hop': 'vienna_FastEthernet1/1', 'Networks': '10.0.0.2/31|10.0.0.3/32'}, {'Next_Hop': 'vienna_FastEthernet1/0', 'Networks': '10.0.0.30/32|10.0.0.30/31'}, {'Next_Hop': 'vienna_FastEthernet0/0', 'Networks': '10.0.0.32/32|10.0.0.32/31'}, {'Next_Hop': 'vienna_FastEthernet0/1', 'Networks': '10.0.0.34/31|10.0.0.34/32'}, {'Next_Hop': 'vienna_FastEthernet2/1', 'Networks': '10.0.0.36/32|10.0.0.36/31'}, {'Next_Hop': 'vienna_FastEthernet2/0', 'Networks': '10.0.0.38/31|10.0.0.38/32'}]"
Warsaw,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0028,"[{'Next_Hop': 'warsaw_FastEthernet0/1', 'Networks': '10.0.0.23/32|10.0.0.22/31'}, {'Next_Hop': 'warsaw_FastEthernet0/0', 'Networks': '10.0.0.24/31|10.0.0.24/32'}]"
Winterthur,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0064,"[{'Next_Hop': 'winterthur_FastEthernet0/0', 'Networks': '10.0.0.101/32|10.0.0.100/31'}, {'Next_Hop': 'winterthur_FastEthernet0/1', 'Networks': '10.0.0.108/31|10.0.0.108/32'}]"
Wuppertal,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,0.0051,"[{'Next_Hop': 'wuppertal_FastEthernet0/1', 'Networks': '10.0.0.67/32|10.0.0.66/31'}, {'Next_Hop': 'wuppertal_FastEthernet0/0', 'Networks': '10.0.1.82/31|10.0.1.82/32'}]"
Zug,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,2,0.0374,"[{'Next_Hop': 'zug_FastEthernet0/0', 'Networks': '10.0.0.186/31|10.0.0.187/32'}, {'Next_Hop': 'zug_FastEthernet0/1', 'Networks': '10.0.0.220/31|10.0.0.221/32'}]"
Zurich,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,5,5,0.0827,"[{'Next_Hop': 'zurich_FastEthernet1/0', 'Networks': '10.0.0.102/31|10.0.0.103/32'}, {'Next_Hop': 'zurich_FastEthernet1/1', 'Networks': '10.0.0.109/32|10.0.0.108/31'}, {'Next_Hop': 'zurich_FastEthernet0/1', 'Networks': '10.0.0.117/32|10.0.0.116/31'}, {'Next_Hop': 'zurich_FastEthernet0/0', 'Networks': '10.0.0.218/31|10.0.0.218/32'}, {'Next_Hop': 'zurich_FastEthernet2/0', 'Networks': '10.0.0.220/31|10.0.0.220/32'}]"
